"","Participant","Gender","Fit","Condition","Belonging","WomenContributeNorm","NotMakeFunNorm","ExcludeNorm","FriendlyNorm","GoodatMathNorm","TreatDifferentlyNorm","DefertoMenNorm","AskHelpNorm","Ratio","AverageFace"
"1067","40","2","","3","","6","6","3","2","1","3","4","5",NA,NA
"1068","40","2","","0","","6","4","2","2","4","5","4","3",NA,NA
"1069","40","2","","12","","5","4","3","5","3","3","6","6",NA,NA
"10701","40","2","","3","","6","4","2","6","3","5","3","4",NA,NA
"1071","40","2","","12","","6","2","4","4","5","7","2","5",NA,NA
"1072","40","2","","6","","6","2","4","7","3","4","4","2",NA,NA
"1073","40","2","","3","","6","3","6","7","4","2","5","5",NA,NA
"1074","40","2","","3","","4","5","3","6","4","4","1","5",NA,NA
"1075","40","2","","9","","2","6","4","3","5","7","3","2",NA,NA
"1076","40","2","","3","","7","4","1","6","2","2","3","6",NA,NA
"1077","40","2","","9","","4","3","3","6","3","6","6","5",NA,NA
"10781","40","2","","3","","6","4","7","6","1","4","3","4",NA,NA
"10791","40","2","","0","","6","6","3","7","4","3","2","6",NA,NA
"1080","40","2","","3","","7","5","2","6","4","4","3","6",NA,NA
"108110","40","2","","6","","2","4","1","6","2","7","3","5",NA,NA
"1082","40","2","","9","","4","4","6","2","3","2","3","5",NA,NA
"10831","40","2","","12","","3","3","4","4","1","7","6","5",NA,NA
"1084","40","2","","0","","6","2","4","2","5","4","3","5",NA,NA
"1085","40","2","","6","","2","4","2","3","2","6","6","4",NA,NA
"1086","40","2","","0","","2","4","4","4","6","7","4","6",NA,NA
"10871","40","2","","12","","2","3","2","6","4","4","6","4",NA,NA
"1088","40","2","","12","","2","2","6","5","1","2","6","4",NA,NA
"1089","40","2","","12","","3","2","4","4","2","6","6","4",NA,NA
"1090","40","2","","0","","6","6","2","6","2","4","3","5",NA,NA
"109110","40","2","","12","","4","4","3","6","2","7","7","6",NA,NA
"1092","40","2","","6","","6","5","3","6","2","3","3","5",NA,NA
"10931","40","2","","12","","2","4","4","5","1","7","6","4",NA,NA
"1094","40","2","","9","","4","5","3","6","3","3","5","4",NA,NA
"10951","40","2","","6","","6","5","3","6","3","3","5","4",NA,NA
"1096","40","2","","3","","7","7","3","7","3","4","2","6",NA,NA
"1097","40","2","","6","","4","6","4","7","3","2","3","5",NA,NA
"1098","40","2","","9","","4","5","4","7","2","1","3","4",NA,NA
"1099","40","2","","6","","6","4","2","7","4","6","3","3",NA,NA
"1100","40","2","","3","","6","4","4","6","1","2","2","6",NA,NA
"11019","40","2","","12","","","","","","","","","",11,NA
"11021","40","2","","9","","","","","","","","","",10,NA
"11031","40","2","","12","","","","","","","","","",13,NA
"11041","40","2","","12","","","","","","","","","",7,NA
"1105","40","2","","6","","","","","","","","","",5,NA
"11061","40","2","","3","","","","","","","","","",11,NA
"11071","40","2","","6","","","","","","","","","",4,NA
"11081","40","2","","12","","","","","","","","","",12,NA
"11091","40","2","","9","","","","","","","","","",7,NA
"1110","40","2","","0","","","","","","","","","",2,NA
"11117","40","2","","3","","","","","","","","","",2,NA
"11131","40","2","","9","","","","","","","","","",11,NA
"1114","40","2","","3","","","","","","","","","",4,NA
"1115","40","2","","3","","","","","","","","","",5,NA
"1116","40","2","","6","","","","","","","","","",6,NA
"1117","40","2","","9","","","","","","","","","",8,NA
"1119","40","2","","9","","","","","","","","","",13,NA
"1121","40","2","","3","","","","","","","","","",3,NA
"1125","40","2","","0","","","","","","","","","",6,NA
"1126","40","2","","3","","","","","","","","","",8,NA
"1130","40","2","","6","","","","","","","","","",2,NA
"1131","40","2","","6","","","","","","","","","",10,NA
"11321","40","2","","0","","","","","","","","","",9,NA
"1134","40","2","","0","","","","","","","","","",1,NA
"1136","40","2","","9","","","","","","","","","",9,NA
"11401","40","2","","0","","","","","","","","","",4,NA
"1144","40","2","","9","","","","","","","","","",6,NA
"1145","40","2","","0","","","","","","","","","",5,NA
"1150","40","2","","6","","","","","","","","","",3,NA
"11516","40","2","","3","","","","","","","","","",NA,4
"11521","40","2","","3","","","","","","","","","",NA,1
"1153","40","2","","12","","","","","","","","","",NA,1
"1154","40","2","","3","","","","","","","","","",NA,5
"1155","40","2","","9","","","","","","","","","",NA,4
"1156","40","2","","6","","","","","","","","","",NA,6
"11571","40","2","","12","","","","","","","","","",NA,4
"11581","40","2","","0","","","","","","","","","",NA,3
"1160","40","2","","3","","","","","","","","","",NA,2
"1161","40","2","","9","","","","","","","","","",NA,1
"1163","40","2","","6","","","","","","","","","",NA,3
"1164","40","2","","9","","","","","","","","","",NA,2
"1166","40","2","","6","","","","","","","","","",NA,4
"1167","40","2","","0","","","","","","","","","",NA,6
"1168","40","2","","0","","","","","","","","","",NA,4
"1171","40","2","","0","","","","","","","","","",NA,5
"11731","40","2","","12","","","","","","","","","",NA,5
"1177","40","2","","6","","","","","","","","","",NA,5
"11791","40","2","","0","","","","","","","","","",NA,1
"1180","40","2","","9","","","","","","","","","",NA,3
"1182","40","2","","3","","","","","","","","","",NA,3
"1183","40","2","","0","","","","","","","","","",NA,2
"1186","40","2","","6","","","","","","","","","",NA,1
"1190","40","2","","3","","","","","","","","","",NA,6
"1192","40","2","","6","","","","","","","","","",NA,2
"1197","40","2","","9","","","","","","","","","",NA,5
"1198","40","2","","12","","","","","","","","","",NA,7
"20014","42","1","5","3","5","","","","","","","","",NA,NA
"20021","42","1","5","9","5","","","","","","","","",NA,NA
"20031","42","1","3","0","3","","","","","","","","",NA,NA
"20041","42","1","7","6","7","","","","","","","","",NA,NA
"20061","42","1","5","12","5","","","","","","","","",NA,NA
"20081","42","1","5","0","5","","","","","","","","",NA,NA
"2009","42","1","5","3","5","","","","","","","","",NA,NA
"20109","42","1","8","12","8","","","","","","","","",NA,NA
"20111","42","1","8","3","5","","","","","","","","",NA,NA
"20121","42","1","7","6","8","","","","","","","","",NA,NA
"20131","42","1","6","3","4","","","","","","","","",NA,NA
"20141","42","1","7","12","7","","","","","","","","",NA,NA
"20151","42","1","6","3","5","","","","","","","","",NA,NA
"2016","42","1","5","6","4","","","","","","","","",NA,NA
"20171","42","1","3","0","2","","","","","","","","",NA,NA
"20181","42","1","8","9","7","","","","","","","","",NA,NA
"20201","42","1","5","0","7","","","","","","","","",NA,NA
"20211","42","1","7","6","5","","","","","","","","",NA,NA
"2022","42","1","5","0","6","","","","","","","","",NA,NA
"20231","42","1","4","3","4","","","","","","","","",NA,NA
"20241","42","1","7","12","5","","","","","","","","",NA,NA
"20251","42","1","7","9","6","","","","","","","","",NA,NA
"2026","42","1","7","3","7","","","","","","","","",NA,NA
"20281","42","1","5","9","4","","","","","","","","",NA,NA
"20291","42","1","6","12","7","","","","","","","","",NA,NA
"20301","42","1","7","12","5","","","","","","","","",NA,NA
"20311","42","1","5","0","7","","","","","","","","",NA,NA
"20391","42","1","5","6","5","","","","","","","","",NA,NA
"20401","42","1","5","0","3","","","","","","","","",NA,NA
"20411","42","1","6","3","7","","","","","","","","",NA,NA
"20421","42","1","5","9","7","","","","","","","","",NA,NA
"20431","42","1","3","6","3","","","","","","","","",NA,NA
"20441","42","1","5","6","7","","","","","","","","",NA,NA
"2046","42","1","3","9","5","","","","","","","","",NA,NA
"20471","42","1","3","9","6","","","","","","","","",NA,NA
"20491","42","1","4","6","5","","","","","","","","",NA,NA
"20501","42","1","7","12","8","","","","","","","","",NA,NA
"20511","42","1","","0","","7","7","7","1","7","4","6","7",NA,NA
"20521","42","1","","9","","7","7","1","7","7","1","1","7",NA,NA
"20531","42","1","","9","","7","4","1","7","7","1","1","7",NA,NA
"20541","42","1","","6","","7","1","1","7","7","1","1","7",NA,NA
"20551","42","1","","12","","7","7","1","7","1","1","1","7",NA,NA
"20561","42","1","","6","","1","1","7","1","1","1","7","1",NA,NA
"20571","42","1","","0","","7","7","7","7","1","6","7","7",NA,NA
"20581","42","1","","3","","7","4","1","3","7","6","2","7",NA,NA
"20591","42","1","","3","","7","4","1","7","4","4","3","7",NA,NA
"20601","42","1","","9","","7","7","1","7","1","7","1","7",NA,NA
"20611","42","1","","0","","7","1","1","7","7","1","1","7",NA,NA
"20621","42","1","","12","","7","7","1","7","1","7","7","7",NA,NA
"20631","42","1","","0","","3","1","6","7","7","7","1","2",NA,NA
"20641","42","1","","9","","7","7","7","7","1","7","1","7",NA,NA
"20651","42","1","","9","","7","7","7","7","7","1","1","7",NA,NA
"20661","42","1","","3","","7","7","1","7","7","7","7","7",NA,NA
"20681","42","1","","6","","5","7","1","6","3","3","2","7",NA,NA
"20691","42","1","","9","","7","7","1","7","1","1","2","7",NA,NA
"20711","42","1","","6","","7","2","7","7","3","4","6","3",NA,NA
"20721","42","1","","0","","7","7","3","7","7","2","4","7",NA,NA
"20731","42","1","","12","","7","7","2","6","7","1","1","7",NA,NA
"20741","42","1","","6","","6","4","1","6","7","2","1","7",NA,NA
"20751","42","1","","3","","7","2","1","7","7","3","1","7",NA,NA
"20761","42","1","","3","","7","6","6","3","7","2","2","7",NA,NA
"20771","42","1","","6","","7","1","1","7","7","3","1","7",NA,NA
"2078","42","1","","12","","7","1","7","7","7","7","1","7",NA,NA
"20791","42","1","","6","","1","1","1","6","7","2","3","7",NA,NA
"20801","42","1","","3","","7","5","6","1","2","6","4","3",NA,NA
"20811","42","1","","3","","6","1","7","4","7","2","4","7",NA,NA
"20821","42","1","","0","","7","7","1","7","7","1","1","7",NA,NA
"20831","42","1","","6","","7","7","7","7","7","1","1","7",NA,NA
"20841","42","1","","9","","7","6","7","7","1","2","4","7",NA,NA
"2085","42","1","","0","","7","7","7","7","7","1","7","7",NA,NA
"20861","42","1","","0","","7","7","1","7","4","1","4","7",NA,NA
"2087","42","1","","9","","1","1","1","2","7","2","6","7",NA,NA
"20881","42","1","","12","","7","1","1","4","6","7","1","3",NA,NA
"20901","42","1","","12","","7","6","1","6","2","7","1","7",NA,NA
"2091","42","1","","12","","7","7","7","7","1","7","1","7",NA,NA
"20921","42","1","","3","","7","4","4","7","7","7","4","7",NA,NA
"20931","42","1","","12","","7","7","7","7","1","7","7","7",NA,NA
"20951","42","1","","6","","7","7","6","1","1","2","1","7",NA,NA
"20961","42","1","","6","","6","7","1","7","4","4","4","2",NA,NA
"2097","42","1","","3","","4","7","6","1","7","6","3","2",NA,NA
"2098","42","1","","12","","7","1","1","7","7","1","1","7",NA,NA
"20991","42","1","","3","","7","2","2","7","7","7","7","7",NA,NA
"21001","42","1","","0","","2","6","3","1","7","2","7","7",NA,NA
"21011","42","1","","6","","","","","","","","","",2,NA
"21021","42","1","","3","","","","","","","","","",4,NA
"21031","42","1","","9","","","","","","","","","",9,NA
"21041","42","1","","9","","","","","","","","","",10,NA
"21051","42","1","","6","","","","","","","","","",10,NA
"21061","42","1","","9","","","","","","","","","",8,NA
"2107","42","1","","12","","","","","","","","","",10,NA
"2108","42","1","","0","","","","","","","","","",2,NA
"2110","42","1","","6","","","","","","","","","",4,NA
"2111","42","1","","6","","","","","","","","","",6,NA
"21131","42","1","","3","","","","","","","","","",1,NA
"2114","42","1","","0","","","","","","","","","",1,NA
"21151","42","1","","12","","","","","","","","","",4,NA
"21161","42","1","","0","","","","","","","","","",3,NA
"21181","42","1","","9","","","","","","","","","",6,NA
"2120","42","1","","12","","","","","","","","","",9,NA
"21221","42","1","","0","","","","","","","","","",4,NA
"21231","42","1","","12","","","","","","","","","",12,NA
"21241","42","1","","3","","","","","","","","","",6,NA
"21251","42","1","","6","","","","","","","","","",8,NA
"2127","42","1","","6","","","","","","","","","",7,NA
"2129","42","1","","12","","","","","","","","","",11,NA
"21311","42","1","","9","","","","","","","","","",7,NA
"2132","42","1","","9","","","","","","","","","",3,NA
"21341","42","1","","3","","","","","","","","","",2,NA
"2138","42","1","","3","","","","","","","","","",7,NA
"2139","42","1","","3","","","","","","","","","",5,NA
"2140","42","1","","9","","","","","","","","","",5,NA
"2141","42","1","","3","","","","","","","","","",3,NA
"21431","42","1","","6","","","","","","","","","",5,NA
"21511","42","1","","0","","","","","","","","","",NA,4
"2152","42","1","","0","","","","","","","","","",NA,8
"21531","42","1","","0","","","","","","","","","",NA,7
"21541","42","1","","0","","","","","","","","","",NA,6
"21551","42","1","","6","","","","","","","","","",NA,16
"21561","42","1","","12","","","","","","","","","",NA,1
"21571","42","1","","6","","","","","","","","","",NA,6
"2158","42","1","","3","","","","","","","","","",NA,2
"21591","42","1","","9","","","","","","","","","",NA,3
"2161","42","1","","12","","","","","","","","","",NA,3
"21621","42","1","","12","","","","","","","","","",NA,7
"21631","42","1","","9","","","","","","","","","",NA,10
"21641","42","1","","12","","","","","","","","","",NA,8
"21651","42","1","","3","","","","","","","","","",NA,3
"2166","42","1","","12","","","","","","","","","",NA,5
"21671","42","1","","9","","","","","","","","","",NA,13
"21681","42","1","","6","","","","","","","","","",NA,9
"2169","42","1","","3","","","","","","","","","",NA,9
"2170","42","1","","9","","","","","","","","","",NA,5
"2171","42","1","","9","","","","","","","","","",NA,4
"2172","42","1","","6","","","","","","","","","",NA,5
"2174","42","1","","9","","","","","","","","","",NA,2
"2177","42","1","","0","","","","","","","","","",NA,6
"21781","42","1","","9","","","","","","","","","",NA,7
"21791","42","1","","0","","","","","","","","","",NA,10
"2182","42","1","","12","","","","","","","","","",NA,9
"2183","42","1","","3","","","","","","","","","",NA,8
"2185","42","1","","3","","","","","","","","","",NA,13
"2186","42","1","","12","","","","","","","","","",NA,6
"2187","42","1","","0","","","","","","","","","",NA,12
"2188","42","1","","12","","","","","","","","","",NA,14
"2190","42","1","","3","","","","","","","","","",NA,6
"21921","42","1","","0","","","","","","","","","",NA,9
"2194","42","1","","6","","","","","","","","","",NA,8
"2196","42","1","","6","","","","","","","","","",NA,10
"2197","42","1","","6","","","","","","","","","",NA,2
"2198","42","1","","6","","","","","","","","","",NA,11
"28012","44","2","2","12","2","","","","","","","","",NA,NA
"28022","44","2","4","6","4","","","","","","","","",NA,NA
"28032","44","2","1","12","2","","","","","","","","",NA,NA
"28041","44","2","4","0","4","","","","","","","","",NA,NA
"28052","44","2","4","9","4","","","","","","","","",NA,NA
"28082","44","2","5","3","5","","","","","","","","",NA,NA
"28091","44","2","5","9","5","","","","","","","","",NA,NA
"28101","44","2","4","3","4","","","","","","","","",NA,NA
"28111","44","2","5","0","5","","","","","","","","",NA,NA
"28122","44","2","5","0","5","","","","","","","","",NA,NA
"28151","44","2","5","6","5","","","","","","","","",NA,NA
"28162","44","2","4","9","5","","","","","","","","",NA,NA
"28201","44","2","4","0","4","","","","","","","","",NA,NA
"28211","44","2","3","0","3","","","","","","","","",NA,NA
"28221","44","2","1","12","1","","","","","","","","",NA,NA
"28282","44","2","3","12","3","","","","","","","","",NA,NA
"28321","44","2","2","12","3","","","","","","","","",NA,NA
"28341","44","2","3","0","3","","","","","","","","",NA,NA
"2838","44","2","5","9","4","","","","","","","","",NA,NA
"28401","44","2","3","6","3","","","","","","","","",NA,NA
"28411","44","2","2","12","2","","","","","","","","",NA,NA
"28422","44","2","5","3","5","","","","","","","","",NA,NA
"2844","44","2","2","12","1","","","","","","","","",NA,NA
"2845","44","2","2","9","2","","","","","","","","",NA,NA
"28491","44","2","2","6","2","","","","","","","","",NA,NA
"28512","44","2","","0","","5","5","4","5","4","3","3","5",NA,NA
"28522","44","2","","0","","6","5","6","7","4","4","4","5",NA,NA
"28532","44","2","","6","","5","6","4","6","4","4","4","6",NA,NA
"28542","44","2","","9","","4","6","4","6","4","4","4","6",NA,NA
"28552","44","2","","9","","4","6","5","6","4","4","3","6",NA,NA
"28562","44","2","","3","","3","5","3","6","2","4","3","3",NA,NA
"28572","44","2","","6","","4","5","4","4","4","5","4","5",NA,NA
"28582","44","2","","3","","6","5","4","6","4","5","4","6",NA,NA
"28592","44","2","","0","","6","6","5","5","4","4","4","5",NA,NA
"28602","44","2","","3","","6","6","5","6","4","4","5","6",NA,NA
"28612","44","2","","9","","5","5","4","5","4","5","4","5",NA,NA
"28622","44","2","","3","","5","5","5","5","4","4","4","5",NA,NA
"28632","44","2","","12","","3","4","4","4","5","4","4","5",NA,NA
"28642","44","2","","6","","6","6","5","6","4","4","4","6",NA,NA
"28652","44","2","","3","","6","4","5","6","4","4","4","6",NA,NA
"28662","44","2","","3","","5","5","5","6","5","5","4","6",NA,NA
"28672","44","2","","3","","4","6","6","6","4","4","4","6",NA,NA
"28682","44","2","","0","","5","5","4","6","4","4","4","5",NA,NA
"28692","44","2","","0","","6","4","3","5","4","5","4","3",NA,NA
"28702","44","2","","12","","6","6","5","7","4","4","5","7",NA,NA
"28712","44","2","","6","","5","4","4","3","5","3","1","3",NA,NA
"28722","44","2","","12","","4","3","3","5","3","3","3","4",NA,NA
"28731","44","2","","12","","2","6","4","6","3","4","3","5",NA,NA
"28742","44","2","","6","","5","3","4","6","3","3","4","6",NA,NA
"28752","44","2","","9","","2","4","5","6","6","3","2","5",NA,NA
"28762","44","2","","0","","6","5","4","6","5","4","6","6",NA,NA
"28772","44","2","","3","","5","5","5","5","4","4","4","6",NA,NA
"28782","44","2","","9","","5","5","4","5","4","4","4","5",NA,NA
"28792","44","2","","6","","5","6","5","6","5","5","5","6",NA,NA
"28802","44","2","","9","","6","5","4","5","4","3","4","6",NA,NA
"28812","44","2","","12","","5","5","4","6","4","5","4","6",NA,NA
"28822","44","2","","6","","4","6","4","6","3","4","4","4",NA,NA
"28831","44","2","","12","","1","4","5","4","3","3","3","5",NA,NA
"28842","44","2","","9","","6","5","5","6","3","5","6","6",NA,NA
"28851","44","2","","9","","3","5","5","5","5","4","4","4",NA,NA
"28862","44","2","","12","","4","7","5","7","4","4","3","7",NA,NA
"28872","44","2","","9","","3","5","2","5","3","4","4","5",NA,NA
"28881","44","2","","9","","4","4","4","4","5","5","4","5",NA,NA
"28892","44","2","","3","","6","6","4","6","4","4","4","6",NA,NA
"28901","44","2","","0","","5","5","4","5","3","5","4","5",NA,NA
"28922","44","2","","6","","5","6","4","7","4","4","4","6",NA,NA
"28932","44","2","","12","","3","5","4","5","4","4","5","6",NA,NA
"28942","44","2","","3","","5","6","6","6","3","4","3","6",NA,NA
"28952","44","2","","0","","7","4","3","5","4","6","4","7",NA,NA
"28962","44","2","","12","","1","5","4","5","4","4","4","4",NA,NA
"28972","44","2","","0","","5","6","4","6","4","4","4","6",NA,NA
"28981","44","2","","6","","5","4","4","7","4","4","4","6",NA,NA
"28992","44","2","","12","","1","5","5","6","4","5","3","6",NA,NA
"29002","44","2","","0","","6","5","3","6","3","4","3","5",NA,NA
"29012","44","2","","12","","","","","","","","","",8,NA
"29022","44","2","","0","","","","","","","","","",5,NA
"29032","44","2","","3","","","","","","","","","",4,NA
"29042","44","2","","9","","","","","","","","","",9,NA
"29051","44","2","","6","","","","","","","","","",8,NA
"29062","44","2","","12","","","","","","","","","",12,NA
"29082","44","2","","9","","","","","","","","","",4,NA
"29092","44","2","","12","","","","","","","","","",13,NA
"29101","44","2","","3","","","","","","","","","",3,NA
"29112","44","2","","6","","","","","","","","","",5,NA
"29122","44","2","","0","","","","","","","","","",2,NA
"29131","44","2","","3","","","","","","","","","",5,NA
"2914","44","2","","0","","","","","","","","","",1,NA
"29172","44","2","","12","","","","","","","","","",11,NA
"29181","44","2","","12","","","","","","","","","",7,NA
"29191","44","2","","3","","","","","","","","","",1,NA
"29221","44","2","","3","","","","","","","","","",6,NA
"29232","44","2","","6","","","","","","","","","",9,NA
"29242","44","2","","6","","","","","","","","","",10,NA
"29261","44","2","","9","","","","","","","","","",11,NA
"29271","44","2","","0","","","","","","","","","",3,NA
"2928","44","2","","9","","","","","","","","","",5,NA
"2931","44","2","","9","","","","","","","","","",8,NA
"2933","44","2","","3","","","","","","","","","",2,NA
"29352","44","2","","6","","","","","","","","","",7,NA
"2938","44","2","","9","","","","","","","","","",13,NA
"2942","44","2","","6","","","","","","","","","",4,NA
"2943","44","2","","0","","","","","","","","","",4,NA
"29491","44","2","","9","","","","","","","","","",6,NA
"29501","44","2","","3","","","","","","","","","",8,NA
"29512","44","2","","9","","","","","","","","","",NA,7
"29522","44","2","","0","","","","","","","","","",NA,8
"29531","44","2","","3","","","","","","","","","",NA,6
"29542","44","2","","12","","","","","","","","","",NA,14
"29552","44","2","","9","","","","","","","","","",NA,14
"29562","44","2","","3","","","","","","","","","",NA,10
"29571","44","2","","6","","","","","","","","","",NA,5
"29591","44","2","","12","","","","","","","","","",NA,6
"29602","44","2","","0","","","","","","","","","",NA,6
"29612","44","2","","9","","","","","","","","","",NA,4
"29621","44","2","","9","","","","","","","","","",NA,6
"29631","44","2","","12","","","","","","","","","",NA,10
"29661","44","2","","3","","","","","","","","","",NA,7
"29671","44","2","","12","","","","","","","","","",NA,8
"29691","44","2","","0","","","","","","","","","",NA,4
"29711","44","2","","9","","","","","","","","","",NA,8
"29731","44","2","","6","","","","","","","","","",NA,10
"29742","44","2","","3","","","","","","","","","",NA,4
"29752","44","2","","6","","","","","","","","","",NA,2
"29762","44","2","","12","","","","","","","","","",NA,5
"2977","44","2","","6","","","","","","","","","",NA,7
"29781","44","2","","9","","","","","","","","","",NA,15
"29831","44","2","","9","","","","","","","","","",NA,5
"29841","44","2","","0","","","","","","","","","",NA,7
"2985","44","2","","12","","","","","","","","","",NA,13
"2986","44","2","","3","","","","","","","","","",NA,11
"2988","44","2","","12","","","","","","","","","",NA,3
"29901","44","2","","12","","","","","","","","","",NA,12
"29911","44","2","","6","","","","","","","","","",NA,6
"29921","44","2","","6","","","","","","","","","",NA,8
"2994","44","2","","9","","","","","","","","","",NA,11
"2995","44","2","","12","","","","","","","","","",NA,7
"2997","44","2","","3","","","","","","","","","",NA,13
"2999","44","2","","9","","","","","","","","","",NA,12
"3401","46","2","9","0","9","","","","","","","","",NA,NA
"3402","46","2","2","12","2","","","","","","","","",NA,NA
"3403","46","2","8","6","7","","","","","","","","",NA,NA
"3404","46","2","7","3","7","","","","","","","","",NA,NA
"3405","46","2","3","12","3","","","","","","","","",NA,NA
"3406","46","2","5","3","5","","","","","","","","",NA,NA
"3408","46","2","3","6","3","","","","","","","","",NA,NA
"3411","46","2","8","0","8","","","","","","","","",NA,NA
"3412","46","2","2","9","2","","","","","","","","",NA,NA
"3413","46","2","1","12","1","","","","","","","","",NA,NA
"3414","46","2","1","9","1","","","","","","","","",NA,NA
"3415","46","2","1","6","1","","","","","","","","",NA,NA
"3416","46","2","3","9","3","","","","","","","","",NA,NA
"3417","46","2","2","6","2","","","","","","","","",NA,NA
"3419","46","2","6","0","6","","","","","","","","",NA,NA
"3422","46","2","5","6","5","","","","","","","","",NA,NA
"3425","46","2","2","3","2","","","","","","","","",NA,NA
"3427","46","2","6","6","6","","","","","","","","",NA,NA
"3428","46","2","5","9","5","","","","","","","","",NA,NA
"3430","46","2","3","3","4","","","","","","","","",NA,NA
"3432","46","2","8","3","8","","","","","","","","",NA,NA
"3433","46","2","7","0","7","","","","","","","","",NA,NA
"3434","46","2","8","9","8","","","","","","","","",NA,NA
"3447","46","2","4","9","4","","","","","","","","",NA,NA
"3451","46","2","","6","","5","4","3","5","6","3","3","5",NA,NA
"3452","46","2","","0","","7","5","3","6","6","3","3","6",NA,NA
"3453","46","2","","12","","2","4","4","4","3","5","5","4",NA,NA
"3454","46","2","","12","","3","3","5","3","3","5","3","3",NA,NA
"3455","46","2","","0","","7","6","3","6","6","2","2","6",NA,NA
"3456","46","2","","9","","3","3","5","3","3","5","5","2",NA,NA
"3457","46","2","","0","","6","5","3","5","6","3","3","5",NA,NA
"3458","46","2","","12","","3","3","5","4","3","5","5","4",NA,NA
"3459","46","2","","9","","3","3","3","4","3","4","4","3",NA,NA
"3460","46","2","","3","","5","4","4","5","5","3","3","4",NA,NA
"3461","46","2","","0","","6","6","2","6","6","3","3","6",NA,NA
"3462","46","2","","9","","5","5","3","6","3","3","3","5",NA,NA
"3463","46","2","","6","","6","6","2","7","6","2","2","6",NA,NA
"3464","46","2","","0","","7","7","2","7","6","3","3","6",NA,NA
"3465","46","2","","3","","6","6","3","6","6","2","2","5",NA,NA
"3466","46","2","","3","","7","5","3","5","6","2","2","5",NA,NA
"3467","46","2","","6","","5","3","4","3","5","4","4","3",NA,NA
"3468","46","2","","0","","6","4","5","5","4","5","3","4",NA,NA
"3469","46","2","","3","","6","6","3","7","6","2","2","6",NA,NA
"3470","46","2","","9","","5","5","4","5","5","3","3","4",NA,NA
"3471","46","2","","9","","3","4","4","3","3","5","5","3",NA,NA
"3472","46","2","","6","","5","5","3","5","5","4","3","5",NA,NA
"3473","46","2","","0","","3","3","5","2","3","4","5","4",NA,NA
"3474","46","2","","6","","5","6","2","6","5","2","4","5",NA,NA
"3475","46","2","","9","","3","4","5","3","3","5","4","3",NA,NA
"3476","46","2","","6","","5","5","3","6","5","4","3","6",NA,NA
"3477","46","2","","0","","4","4","4","5","5","3","3","5",NA,NA
"3478","46","2","","9","","3","3","5","5","2","5","2","2",NA,NA
"3479","46","2","","9","","4","5","5","5","2","3","4","3",NA,NA
"3480","46","2","","12","","3","3","3","5","4","3","4","5",NA,NA
"3481","46","2","","12","","2","3","5","4","3","5","4","3",NA,NA
"3482","46","2","","12","","2","2","6","3","3","6","5","3",NA,NA
"3483","46","2","","12","","4","6","2","6","3","4","4","5",NA,NA
"3484","46","2","","0","","7","6","3","6","7","3","2","6",NA,NA
"3485","46","2","","3","","6","6","1","6","5","2","3","6",NA,NA
"3486","46","2","","3","","6","7","1","6","6","2","2","6",NA,NA
"3487","46","2","","6","","7","6","2","7","6","1","2","6",NA,NA
"3488","46","2","","6","","4","3","5","3","4","5","4","3",NA,NA
"3489","46","2","","0","","5","4","4","5","5","2","2","4",NA,NA
"3490","46","2","","9","","5","6","3","6","5","3","3","5",NA,NA
"3491","46","2","","6","","3","3","5","3","3","3","4","3",NA,NA
"3492","46","2","","9","","4","3","3","5","5","3","3","4",NA,NA
"3493","46","2","","3","","6","5","2","6","5","2","2","6",NA,NA
"3494","46","2","","12","","3","3","5","4","2","5","5","3",NA,NA
"3495","46","2","","6","","5","5","3","5","5","3","2","5",NA,NA
"3496","46","2","","12","","3","2","5","3","3","4","5","2",NA,NA
"3497","46","2","","3","","5","4","3","5","5","2","2","5",NA,NA
"3498","46","2","","3","","6","5","3","6","6","2","3","5",NA,NA
"3499","46","2","","12","","2","4","5","3","2","5","5","4",NA,NA
"3500","46","2","","3","","7","6","3","6","7","3","3","5",NA,NA
"3501","46","2","","3","","","","","","","","","",4,NA
"3502","46","2","","3","","","","","","","","","",8,NA
"3503","46","2","","9","","","","","","","","","",12,NA
"3504","46","2","","9","","","","","","","","","",11,NA
"3505","46","2","","3","","","","","","","","","",5,NA
"3506","46","2","","3","","","","","","","","","",3,NA
"3507","46","2","","6","","","","","","","","","",9,NA
"3508","46","2","","0","","","","","","","","","",2,NA
"3510","46","2","","12","","","","","","","","","",12,NA
"3512","46","2","","0","","","","","","","","","",1,NA
"3513","46","2","","9","","","","","","","","","",9,NA
"3516","46","2","","6","","","","","","","","","",8,NA
"3518","46","2","","3","","","","","","","","","",10,NA
"3519","46","2","","12","","","","","","","","","",13,NA
"3520","46","2","","6","","","","","","","","","",10,NA
"3522","46","2","","3","","","","","","","","","",6,NA
"3523","46","2","","3","","","","","","","","","",2,NA
"3528","46","2","","6","","","","","","","","","",6,NA
"3529","46","2","","12","","","","","","","","","",11,NA
"3530","46","2","","6","","","","","","","","","",11,NA
"3536","46","2","","6","","","","","","","","","",4,NA
"3543","46","2","","9","","","","","","","","","",7,NA
"3544","46","2","","6","","","","","","","","","",3,NA
"3545","46","2","","6","","","","","","","","","",5,NA
"3550","46","2","","0","","","","","","","","","",3,NA
"3551","46","2","","0","","","","","","","","","",NA,4
"3552","46","2","","6","","","","","","","","","",NA,8
"3553","46","2","","12","","","","","","","","","",NA,13
